age,gender,profile,store_type,period,special_event,day_of_week,hour,is_weekend,is_sales,is_holiday,total_items,nb_categories,has_shopping_list,items_alimentaire,items_vetements,items_electronique,items_maison,items_beaute,items_sport,items_librairie,shopping_time_min
58,femme,normal,centre_commercial,weekend,aucun,5,18,1,0,0,14,6,0,5,3,1,2,2,0,1,82.43025945185133
34,femme,normal,supermarche,semaine,aucun,1,20,0,0,0,15,5,1,8,0,3,2,0,1,1,40.556411952812816
19,femme,normal,hypermarche,semaine,soldes_ete,3,20,0,1,0,22,6,1,11,5,2,1,1,0,2,80.89508946524302
33,homme,normal,hypermarche,semaine,aucun,3,17,0,0,0,24,5,1,14,2,3,1,4,0,0,65.4520478046575
56,femme,flaneur,boutique,semaine,aucun,1,18,0,0,0,19,5,0,10,2,1,1,5,0,0,45.97194621082362
35,homme,normal,hypermarche,semaine,rentree,4,11,0,0,1,31,7,1,15,3,2,4,1,4,2,93.9687909420941
56,homme,normal,supermarche,semaine,aucun,0,11,0,0,0,24,7,1,14,1,2,4,1,1,1,51.189255193705876
18,homme,normal,supermarche,semaine,noel,3,14,0,0,1,15,4,1,10,2,0,0,2,1,0,62.894598656959204
20,femme,normal,supermarche,semaine,aucun,3,16,0,0,0,21,5,1,17,1,1,1,0,0,1,55.27941755500384
38,femme,normal,centre_commercial,semaine,paques,4,9,0,0,1,34,7,1,19,4,2,3,3,1,2,107.5622518865406
47,femme,flaneur,hypermarche,semaine,aucun,4,12,0,0,0,25,6,0,15,3,2,1,3,1,0,85.25500660116967
28,femme,normal,hypermarche,semaine,noel,2,16,0,0,1,19,4,1,10,5,0,3,0,0,1,74.29392410735173
39,homme,flaneur,supermarche,semaine,aucun,4,14,0,0,0,20,5,1,10,3,0,3,1,0,3,44.956007510388105
64,homme,flaneur,centre_commercial,semaine,aucun,3,10,0,0,0,22,6,0,13,4,1,2,1,0,1,101.72221678478476
42,homme,methodique,hypermarche,semaine,noel,1,16,0,0,1,19,6,1,8,0,3,2,2,1,3,70.85193111731404
20,homme,normal,boutique,semaine,aucun,0,9,0,0,0,18,5,1,7,5,0,0,3,1,2,32.72984432881978
47,femme,methodique,hypermarche,weekend,aucun,6,20,1,0,0,17,7,0,9,2,1,1,2,1,1,86.10985157664744
41,femme,rapide,supermarche,semaine,rentree,2,9,0,0,1,13,3,0,10,2,0,0,1,0,0,43.90055710027715
62,femme,rapide,supermarche,weekend,rentree,6,15,1,0,1,23,6,0,9,6,0,3,1,3,1,79.6864575497107
53,homme,normal,supermarche,semaine,aucun,1,18,0,0,0,20,7,1,7,2,2,4,2,1,2,56.867773446350014
40,homme,methodique,centre_commercial,semaine,aucun,0,11,0,0,0,17,7,1,6,3,2,1,3,1,1,80.26999635038251
25,homme,normal,centre_commercial,semaine,aucun,0,20,0,0,0,20,6,1,7,9,1,1,1,1,0,67.89719042590751
21,femme,normal,supermarche,semaine,aucun,0,20,0,0,0,23,5,0,11,3,0,4,4,0,1,57.681641170894
67,femme,normal,supermarche,weekend,fin_annee,5,16,1,0,1,13,4,0,6,3,0,3,1,0,0,44.73388901066941
56,homme,normal,supermarche,semaine,soldes_ete,1,17,0,1,0,16,4,1,8,5,0,0,2,1,0,60.6083397326537
60,femme,normal,boutique,semaine,aucun,2,16,0,0,0,14,4,1,7,3,2,2,0,0,0,41.48903030154229
48,homme,flaneur,supermarche,semaine,fin_annee,2,9,0,0,1,26,6,1,15,3,0,2,3,2,1,97.40324944044109
46,homme,methodique,supermarche,semaine,soldes_ete,0,9,0,1,0,26,6,0,12,5,0,1,4,3,1,87.77413965783245
53,homme,flaneur,supermarche,semaine,soldes_hiver,1,14,0,1,0,24,5,0,13,6,1,2,0,2,0,90.68884085834172
30,femme,normal,hypermarche,weekend,aucun,5,20,1,0,0,26,7,0,11,5,3,1,3,1,2,88.48961510514008
58,femme,normal,centre_commercial,semaine,aucun,0,9,0,0,0,22,6,1,9,5,4,1,2,1,0,63.195812373109234
26,femme,normal,centre_commercial,semaine,soldes_ete,4,16,0,1,0,26,7,1,10,6,3,3,2,1,1,84.37974318272563
38,femme,normal,supermarche,weekend,aucun,6,14,1,0,0,23,4,0,12,1,0,5,5,0,0,64.30653379151238
68,femme,rapide,hypermarche,semaine,aucun,2,13,0,0,0,18,5,1,9,4,1,2,0,2,0,26.117088476370164
20,homme,flaneur,supermarche,weekend,aucun,6,14,1,0,0,11,4,0,6,2,0,1,2,0,0,67.18533000834702
42,homme,normal,boutique,semaine,aucun,3,12,0,0,0,16,5,1,8,2,0,3,0,2,1,32.24219531029157
42,femme,flaneur,supermarche,semaine,aucun,0,9,0,0,0,33,6,1,13,6,2,4,4,0,4,62.47783990166404
29,femme,methodique,supermarche,semaine,soldes_ete,4,15,0,1,0,15,6,1,7,1,1,1,4,1,0,49.28436917131724
46,femme,rapide,hypermarche,semaine,aucun,2,18,0,0,0,22,6,0,9,6,2,2,2,1,0,71.31765717300425
28,femme,methodique,supermarche,weekend,aucun,6,17,1,0,0,26,5,1,15,2,3,4,0,0,2,80.1051313057643
69,homme,flaneur,supermarche,weekend,soldes_hiver,5,12,1,1,0,23,5,1,8,4,0,5,3,0,3,98.26641668770009
28,femme,normal,hypermarche,semaine,aucun,1,12,0,0,0,22,5,0,13,6,1,1,1,0,0,58.14691292499943
66,femme,normal,centre_commercial,semaine,aucun,2,17,0,0,0,22,6,0,10,3,2,2,3,2,0,84.33098502183353
43,femme,normal,hypermarche,weekend,noel,6,12,1,0,1,21,5,1,13,1,0,5,1,1,0,88.76067383484232
31,homme,normal,hypermarche,semaine,aucun,1,18,0,0,0,23,6,1,10,1,1,5,4,2,0,76.36073501529609
33,homme,normal,hypermarche,weekend,noel,6,12,1,0,1,25,6,1,11,9,1,2,1,1,0,100.09078546626154
27,femme,rapide,hypermarche,semaine,noel,1,16,0,0,1,12,5,1,4,4,0,1,2,0,1,44.93997809199355
48,homme,normal,hypermarche,weekend,aucun,5,19,1,0,0,18,7,1,7,4,1,2,2,1,1,73.93251411946078
48,homme,normal,hypermarche,weekend,aucun,5,12,1,0,0,23,6,1,13,3,1,2,2,2,0,70.26869254092169
53,homme,rapide,supermarche,semaine,fin_annee,0,17,0,0,1,22,7,0,8,4,1,5,2,1,1,81.40129713788245
27,femme,normal,supermarche,semaine,aucun,0,19,0,0,0,17,6,1,10,3,0,1,1,1,1,51.538815961225396
43,homme,normal,hypermarche,semaine,paques,2,16,0,0,1,21,6,0,9,4,1,5,1,1,0,97.47006392758465
37,homme,normal,hypermarche,weekend,soldes_ete,5,13,1,1,0,19,3,1,11,4,0,4,0,0,0,84.1196930222421
61,homme,rapide,centre_commercial,semaine,aucun,4,17,0,0,0,22,5,1,14,3,2,2,0,1,0,47.9958872955351
26,homme,flaneur,supermarche,weekend,aucun,6,16,1,0,0,18,7,1,8,3,1,1,2,1,2,84.15454909057954
32,homme,normal,supermarche,weekend,aucun,6,18,1,0,0,18,5,0,11,0,0,1,2,1,3,78.24433026127343
26,femme,rapide,supermarche,weekend,aucun,6,12,1,0,0,17,4,1,12,1,1,0,3,0,0,28.63377127501633
24,homme,normal,supermarche,semaine,soldes_hiver,2,12,0,1,0,21,5,1,13,3,1,3,1,0,0,74.32939975878902
43,homme,normal,centre_commercial,weekend,black_friday,6,9,1,1,0,20,6,1,9,1,3,5,1,1,0,92.4784600907804
41,homme,rapide,hypermarche,semaine,paques,3,12,0,0,1,13,5,1,4,5,1,0,2,1,0,55.455796387292644
29,femme,normal,centre_commercial,semaine,aucun,1,20,0,0,0,27,3,1,18,0,0,5,0,4,0,66.25675809380127
37,homme,flaneur,hypermarche,weekend,rentree,6,16,1,0,1,24,6,0,13,4,2,2,1,2,0,122.06672563860658
31,homme,flaneur,centre_commercial,semaine,rentree,1,20,0,0,1,17,6,1,7,2,2,2,0,1,3,92.7366555249266
39,femme,normal,boutique,semaine,black_friday,0,20,0,1,0,30,5,1,14,5,3,0,5,3,0,65.0749848322096
33,homme,flaneur,hypermarche,weekend,aucun,6,13,1,0,0,17,5,0,12,1,1,2,1,0,0,85.14392171660606
46,homme,normal,centre_commercial,semaine,noel,4,14,0,0,1,17,6,0,6,5,3,0,1,1,1,101.50643344614775
49,homme,methodique,hypermarche,weekend,soldes_ete,5,12,1,1,0,15,5,1,8,1,0,0,4,1,1,70.97000866713144
36,femme,rapide,boutique,weekend,aucun,5,13,1,0,0,11,6,1,4,1,1,3,1,1,0,34.976968295696324
52,femme,normal,centre_commercial,semaine,fin_annee,0,18,0,0,1,15,5,0,7,3,0,2,1,0,2,89.8748232298988
60,homme,normal,boutique,semaine,aucun,3,16,0,0,0,23,6,1,11,4,2,2,2,2,0,40.57205291541174
49,femme,normal,hypermarche,semaine,aucun,2,20,0,0,0,18,7,0,8,3,1,2,2,1,1,75.85115195259002
37,homme,flaneur,centre_commercial,semaine,rentree,2,17,0,0,1,15,5,0,9,1,0,3,0,1,1,98.963847519477
68,femme,normal,hypermarche,semaine,aucun,4,11,0,0,0,32,7,1,12,7,2,4,4,1,2,88.92329246015989
57,homme,rapide,supermarche,semaine,rentree,0,18,0,0,1,22,6,0,8,5,2,0,4,2,1,69.51702465729586
37,femme,normal,supermarche,semaine,noel,0,12,0,0,1,15,4,1,9,3,0,2,1,0,0,54.25316640886435
25,homme,normal,centre_commercial,semaine,aucun,3,9,0,0,0,19,6,1,9,4,2,1,2,1,0,66.32805822553512
52,femme,rapide,supermarche,weekend,aucun,6,19,1,0,0,22,5,1,9,2,2,7,0,2,0,48.75482783620055
59,femme,methodique,hypermarche,semaine,noel,2,13,0,0,1,23,6,1,16,1,0,2,1,2,1,104.5475816918521
30,femme,flaneur,supermarche,weekend,soldes_ete,6,12,1,1,0,17,7,1,4,1,2,5,2,2,1,90.60161991085482
58,femme,normal,supermarche,semaine,black_friday,0,14,0,1,0,16,6,0,6,2,4,1,2,1,0,85.44698889607477
23,homme,normal,centre_commercial,weekend,rentree,6,14,1,0,1,18,5,1,9,4,3,0,1,1,0,91.17445612128286
64,homme,normal,centre_commercial,weekend,aucun,5,18,1,0,0,15,4,0,11,2,0,1,1,0,0,77.04022529333587
33,femme,flaneur,hypermarche,semaine,aucun,4,14,0,0,0,21,6,1,12,2,1,2,3,1,0,68.78987889590852
22,homme,methodique,supermarche,semaine,black_friday,2,11,0,1,0,25,7,1,13,2,1,3,3,2,1,74.43631561835745
62,femme,normal,hypermarche,semaine,aucun,3,15,0,0,0,22,5,0,9,3,0,5,3,2,0,66.23393743749001
68,homme,flaneur,hypermarche,semaine,aucun,4,11,0,0,0,19,6,0,6,3,0,2,4,2,2,61.93338425577424
51,homme,normal,supermarche,semaine,paques,1,14,0,0,1,15,5,0,6,4,0,0,2,2,1,71.23017648798938
23,homme,normal,supermarche,weekend,rentree,5,18,1,0,1,11,4,0,7,1,2,0,1,0,0,70.52792947976984
50,femme,methodique,hypermarche,semaine,soldes_hiver,3,9,0,1,0,18,7,1,8,3,1,2,1,1,2,76.85885524316402
32,homme,normal,supermarche,semaine,aucun,4,16,0,0,0,22,6,1,12,1,2,1,4,2,0,57.677853953125805
32,femme,normal,hypermarche,semaine,soldes_hiver,0,15,0,1,0,16,5,0,7,5,1,1,2,0,0,83.01408209046802
31,homme,normal,supermarche,semaine,noel,1,20,0,0,1,17,5,1,8,0,1,3,4,0,1,79.10684645250353
56,femme,normal,hypermarche,semaine,rentree,3,17,0,0,1,29,7,0,12,6,1,4,4,1,1,113.37113771512435
22,homme,normal,supermarche,semaine,fin_annee,0,11,0,0,1,26,5,1,18,3,0,2,1,0,2,66.57550878888432
69,homme,methodique,boutique,weekend,aucun,5,20,1,0,0,18,4,1,13,3,0,1,1,0,0,32.1505541035159
43,homme,normal,hypermarche,semaine,paques,1,16,0,0,1,18,5,1,8,4,0,3,1,0,2,78.22310793186614
65,femme,flaneur,supermarche,semaine,fin_annee,2,10,0,0,1,14,5,1,8,0,1,1,3,0,1,60.43630455889875
34,homme,normal,hypermarche,semaine,aucun,0,17,0,0,0,22,4,0,16,3,0,1,2,0,0,58.4384527337202
60,femme,normal,centre_commercial,semaine,aucun,4,9,0,0,0,19,4,0,9,4,1,0,5,0,0,56.791166140613974
64,homme,methodique,centre_commercial,weekend,rentree,6,20,1,0,1,26,5,0,16,4,0,2,3,1,0,120.26587453882762
69,femme,normal,centre_commercial,semaine,aucun,3,18,0,0,0,18,5,0,10,3,1,2,2,0,0,82.66093914470832
33,femme,rapide,supermarche,semaine,aucun,1,15,0,0,0,17,5,1,10,1,0,3,0,1,2,14.88962069460614
52,homme,normal,hypermarche,semaine,aucun,0,18,0,0,0,15,4,1,11,2,1,0,1,0,0,39.920552685121
55,femme,normal,centre_commercial,semaine,aucun,2,9,0,0,0,28,7,0,12,2,2,4,2,3,3,92.26495469309248
40,femme,rapide,hypermarche,weekend,aucun,6,14,1,0,0,17,6,1,9,0,1,3,1,2,1,53.945862701921776
30,femme,flaneur,centre_commercial,semaine,aucun,3,9,0,0,0,11,4,1,5,2,0,3,1,0,0,76.51981775042417
50,femme,methodique,supermarche,semaine,fin_annee,3,12,0,0,1,10,3,0,7,0,1,2,0,0,0,63.892202626226904
46,homme,normal,supermarche,semaine,noel,0,15,0,0,1,18,4,0,8,7,0,0,2,1,0,77.58605999199006
63,homme,flaneur,centre_commercial,semaine,noel,2,10,0,0,1,24,6,0,13,0,1,2,6,1,1,109.86802566151866
51,femme,flaneur,hypermarche,weekend,aucun,5,11,1,0,0,14,6,0,7,3,1,1,1,1,0,86.94341281403777
51,femme,flaneur,supermarche,weekend,noel,6,12,1,0,1,20,5,0,10,6,0,1,2,0,1,84.28927656782086
44,femme,rapide,supermarche,weekend,noel,5,14,1,0,1,19,6,1,8,5,1,0,1,1,3,75.17547585357413
32,femme,rapide,centre_commercial,semaine,soldes_hiver,1,20,0,1,0,15,5,1,8,1,0,3,2,0,1,63.72436449990284
67,homme,rapide,supermarche,semaine,aucun,0,17,0,0,0,22,4,1,12,2,2,0,6,0,0,33.810298843160574
26,homme,rapide,supermarche,weekend,aucun,6,12,1,0,0,25,5,1,14,5,0,2,2,0,2,39.683272747611376
43,femme,normal,supermarche,semaine,rentree,1,14,0,0,1,15,5,1,8,3,2,0,1,1,0,56.62908853755238
20,femme,normal,boutique,weekend,soldes_hiver,5,20,1,1,0,27,6,1,15,3,4,3,1,1,0,65.91962796802108
53,femme,normal,boutique,weekend,noel,6,15,1,0,1,16,5,1,9,4,0,1,1,1,0,74.61978913461762
64,homme,rapide,hypermarche,semaine,soldes_ete,3,12,0,1,0,23,4,0,14,3,0,2,4,0,0,50.301067377147994
22,homme,normal,hypermarche,semaine,aucun,1,14,0,0,0,12,5,1,5,3,0,2,1,0,1,52.19542715543226
37,femme,normal,supermarche,semaine,noel,2,11,0,0,1,24,5,0,11,3,4,4,2,0,0,60.76813167030504
37,femme,flaneur,supermarche,semaine,aucun,4,13,0,0,0,17,6,1,8,2,2,3,1,0,1,57.484811897676465
22,homme,rapide,centre_commercial,weekend,soldes_hiver,5,20,1,1,0,26,7,0,12,4,1,1,5,1,2,114.46333390870036
27,homme,flaneur,supermarche,weekend,fin_annee,5,20,1,0,1,19,6,1,7,5,1,2,3,0,1,88.3054896010467
33,femme,methodique,hypermarche,semaine,paques,2,19,0,0,1,20,5,1,9,3,3,2,0,0,3,78.27421986311185
42,femme,flaneur,hypermarche,weekend,aucun,6,18,1,0,0,14,4,0,8,3,1,0,2,0,0,88.67788016309323
61,femme,flaneur,supermarche,weekend,aucun,6,12,1,0,0,21,6,0,10,2,1,3,4,1,0,86.530243658704
42,homme,methodique,hypermarche,weekend,soldes_hiver,6,15,1,1,0,24,6,1,13,2,1,4,1,3,0,82.75762161861765
47,femme,normal,hypermarche,semaine,rentree,1,14,0,0,1,13,5,0,8,1,0,1,2,0,1,77.77642512013011
31,femme,methodique,centre_commercial,semaine,soldes_ete,0,15,0,1,0,22,7,1,10,6,1,1,1,2,1,97.49599328239256
39,homme,flaneur,supermarche,semaine,aucun,3,14,0,0,0,21,7,1,8,4,2,1,2,1,3,74.32831146708925
60,femme,flaneur,supermarche,semaine,aucun,4,20,0,0,0,13,6,1,3,2,0,2,1,3,2,53.768283843146556
45,homme,normal,hypermarche,semaine,noel,0,10,0,0,1,20,5,0,9,5,1,2,3,0,0,86.26685560460083
47,femme,normal,boutique,semaine,noel,0,15,0,0,1,28,6,0,13,5,3,3,3,1,0,86.04118151678531
36,femme,normal,supermarche,semaine,fin_annee,2,16,0,0,1,17,5,0,8,4,1,2,0,2,0,75.40238516042693
55,homme,normal,boutique,semaine,aucun,1,15,0,0,0,24,6,1,10,5,4,1,3,0,1,63.792512356172075
59,femme,flaneur,centre_commercial,weekend,noel,5,12,1,0,1,23,7,0,13,3,1,2,2,1,1,120.47075615008245
37,homme,rapide,centre_commercial,weekend,aucun,5,12,1,0,0,18,5,0,9,3,0,3,2,0,1,79.50282148715273
52,homme,normal,supermarche,semaine,soldes_ete,2,20,0,1,0,25,5,0,15,6,1,0,2,0,1,74.25218543330392
39,femme,normal,supermarche,semaine,paques,1,13,0,0,1,18,5,1,11,1,0,1,4,1,0,61.713772811935996
32,homme,normal,supermarche,semaine,aucun,2,17,0,0,0,22,6,0,11,1,0,1,4,4,1,65.47616686804575
28,femme,rapide,supermarche,weekend,aucun,5,13,1,0,0,13,6,0,6,1,1,2,2,1,0,50.98065578541052
51,homme,rapide,boutique,semaine,noel,0,10,0,0,1,15,4,0,10,1,2,2,0,0,0,47.90045081170078
41,femme,normal,supermarche,semaine,soldes_ete,3,13,0,1,0,19,5,1,10,3,0,1,4,0,1,56.98411022160546
23,homme,normal,hypermarche,weekend,aucun,6,11,1,0,0,15,4,1,8,5,0,0,1,0,1,69.90530548249063
34,femme,rapide,supermarche,semaine,aucun,1,18,0,0,0,15,4,1,7,0,0,2,5,0,1,31.758018350485134
45,femme,methodique,centre_commercial,semaine,soldes_ete,4,16,0,1,0,12,4,1,7,3,0,1,1,0,0,75.65801079968787
67,homme,flaneur,supermarche,semaine,black_friday,4,18,0,1,0,23,7,1,10,2,1,5,2,1,2,93.50433458370537
48,homme,flaneur,supermarche,semaine,aucun,0,18,0,0,0,23,7,1,10,4,1,3,3,1,1,74.6250054656353
53,femme,rapide,supermarche,semaine,paques,2,10,0,0,1,24,7,1,14,4,1,1,2,1,1,66.68901441346881
26,femme,normal,centre_commercial,semaine,aucun,2,19,0,0,0,20,6,1,13,1,0,1,2,1,2,66.72071540127845
27,homme,normal,supermarche,weekend,aucun,5,12,1,0,0,15,6,1,6,2,1,2,3,0,1,57.36707023953633
38,homme,methodique,supermarche,semaine,aucun,0,13,0,0,0,22,6,1,9,2,2,3,3,0,3,52.071242307213595
51,femme,flaneur,supermarche,weekend,rentree,5,20,1,0,1,31,6,1,17,3,0,3,5,2,1,110.15989649440044
48,femme,normal,boutique,weekend,aucun,5,12,1,0,0,13,4,1,10,0,1,0,1,0,1,33.792554616198586
46,femme,flaneur,hypermarche,semaine,paques,4,13,0,0,1,11,5,0,7,1,0,1,1,1,0,101.43181158850861
60,homme,rapide,centre_commercial,weekend,aucun,5,18,1,0,0,18,7,0,6,4,1,1,3,1,2,74.54545361063495
60,femme,rapide,hypermarche,weekend,fin_annee,6,19,1,0,1,21,7,1,11,2,3,2,1,1,1,70.6055220796713
28,femme,normal,supermarche,weekend,rentree,5,12,1,0,1,21,5,0,12,3,0,3,2,0,1,91.96039597312475
50,homme,rapide,hypermarche,semaine,noel,4,11,0,0,1,15,6,1,10,1,0,1,1,1,1,77.16890698148252
63,femme,rapide,supermarche,weekend,rentree,6,9,1,0,1,16,6,0,9,1,2,1,0,2,1,72.53779809644395
18,femme,flaneur,hypermarche,semaine,soldes_hiver,2,12,0,1,0,21,6,1,10,2,0,4,3,1,1,82.59891415043684
38,femme,normal,hypermarche,semaine,rentree,1,17,0,0,1,16,4,1,9,3,0,2,2,0,0,69.90828605447068
40,femme,normal,hypermarche,semaine,aucun,3,9,0,0,0,23,5,1,13,4,0,3,2,1,0,48.59707827780473
26,femme,methodique,supermarche,weekend,aucun,5,15,1,0,0,21,7,1,7,3,2,1,4,2,2,69.881911577672
18,homme,normal,supermarche,weekend,soldes_ete,6,11,1,1,0,19,5,0,7,3,0,3,3,0,3,81.51823837549314
38,femme,normal,centre_commercial,semaine,aucun,1,16,0,0,0,15,6,1,7,2,0,1,1,2,2,64.66319582928058
39,homme,rapide,centre_commercial,semaine,aucun,4,14,0,0,0,18,5,0,11,4,0,1,1,0,1,61.17865189765619
21,homme,rapide,supermarche,semaine,aucun,1,9,0,0,0,13,5,0,6,1,2,0,3,1,0,35.79594784071743
18,homme,rapide,supermarche,semaine,aucun,3,18,0,0,0,23,6,1,12,2,0,1,4,2,2,53.01103622700262
68,femme,rapide,centre_commercial,semaine,soldes_ete,1,13,0,1,0,18,6,0,10,2,1,1,1,3,0,81.71478665658533
27,femme,normal,centre_commercial,weekend,aucun,6,20,1,0,0,27,5,1,15,5,0,2,3,2,0,85.31047785683134
32,femme,normal,boutique,semaine,fin_annee,1,16,0,0,1,21,6,0,9,6,1,2,1,0,2,69.84077192659659
69,femme,flaneur,supermarche,semaine,black_friday,1,19,0,1,0,22,6,1,10,4,1,1,1,5,0,94.66106422173368
53,femme,flaneur,hypermarche,semaine,black_friday,1,11,0,1,0,17,3,1,10,3,0,0,4,0,0,78.45187340487736
46,homme,flaneur,supermarche,semaine,aucun,0,20,0,0,0,15,6,1,10,1,0,1,1,1,1,58.39172253220628
69,femme,normal,hypermarche,weekend,aucun,5,20,1,0,0,24,5,1,13,3,0,1,6,0,1,68.50144077710333
63,femme,rapide,supermarche,semaine,fin_annee,4,12,0,0,1,18,5,0,11,2,0,0,2,1,2,63.56233745576207
22,femme,flaneur,supermarche,semaine,black_friday,3,15,0,1,0,24,6,1,13,2,1,5,2,1,0,88.06035395049574
46,homme,normal,supermarche,semaine,paques,4,19,0,0,1,19,6,0,10,1,1,1,4,2,0,88.74597755614376
64,femme,rapide,hypermarche,semaine,aucun,0,14,0,0,0,23,6,1,11,4,1,3,3,1,0,46.056747559394786
64,homme,flaneur,hypermarche,semaine,soldes_ete,0,15,0,1,0,26,7,0,12,5,1,2,2,1,3,105.1470762285696
44,femme,normal,hypermarche,weekend,paques,6,17,1,0,1,20,7,1,10,1,1,4,2,1,1,91.01479964455518
42,homme,normal,centre_commercial,semaine,aucun,0,17,0,0,0,18,4,0,12,3,0,2,1,0,0,67.81618950676794
33,homme,flaneur,centre_commercial,weekend,soldes_ete,5,10,1,1,0,19,5,1,13,2,1,0,2,0,1,100.81055721363207
33,femme,methodique,hypermarche,semaine,paques,0,11,0,0,1,22,6,1,14,4,1,1,1,1,0,90.63189569878598
53,femme,normal,boutique,semaine,noel,1,12,0,0,1,10,4,1,7,1,1,1,0,0,0,41.932436077413605
42,femme,normal,hypermarche,semaine,aucun,4,14,0,0,0,21,6,1,9,4,1,3,3,1,0,52.361212543836224
58,femme,normal,supermarche,semaine,soldes_ete,2,13,0,1,0,17,4,0,13,0,0,1,2,1,0,63.222453066857284
18,homme,flaneur,boutique,semaine,fin_annee,3,14,0,0,1,27,6,1,16,5,0,1,3,1,1,91.05182170799807
22,homme,rapide,supermarche,semaine,soldes_ete,0,19,0,1,0,21,6,1,9,4,2,0,1,1,4,54.13552942273951
58,homme,normal,hypermarche,semaine,paques,4,16,0,0,1,15,5,1,8,3,0,2,0,1,1,68.53222802365961
37,homme,methodique,supermarche,weekend,noel,6,10,1,0,1,20,5,1,10,3,0,3,3,0,1,71.88912088108246
22,femme,normal,hypermarche,semaine,noel,0,14,0,0,1,16,6,0,5,3,2,3,2,1,0,70.366761920694
53,femme,methodique,hypermarche,weekend,noel,5,17,1,0,1,18,4,1,11,3,0,0,3,0,1,85.4547493827013
46,homme,methodique,supermarche,semaine,aucun,0,13,0,0,0,14,5,1,7,3,0,1,2,0,1,30.35942463440622
65,femme,normal,hypermarche,semaine,aucun,0,9,0,0,0,27,7,1,15,2,1,1,5,2,1,90.14613198480738
51,homme,flaneur,centre_commercial,semaine,aucun,0,16,0,0,0,23,6,0,13,3,0,1,2,2,2,106.58161475046747
65,femme,normal,supermarche,weekend,aucun,6,12,1,0,0,15,7,0,4,3,2,2,2,1,1,61.614281126091925
35,femme,flaneur,supermarche,semaine,aucun,0,16,0,0,0,16,6,1,7,4,0,1,1,1,2,57.36546004080978
19,homme,flaneur,supermarche,semaine,aucun,3,12,0,0,0,28,6,1,16,2,3,4,1,0,2,69.54886458710298
33,femme,normal,centre_commercial,semaine,rentree,4,19,0,0,1,18,6,1,5,5,0,2,2,3,1,98.30980533849062
46,homme,flaneur,centre_commercial,weekend,aucun,5,16,1,0,0,18,4,1,13,1,0,1,0,0,3,89.19151111029336
50,homme,flaneur,centre_commercial,semaine,aucun,0,17,0,0,0,19,5,1,9,2,0,3,4,1,0,79.23766486050725
33,homme,normal,supermarche,semaine,aucun,0,13,0,0,0,15,7,1,6,1,2,1,3,1,1,44.48186767050895
52,homme,rapide,supermarche,semaine,soldes_hiver,0,13,0,1,0,29,7,1,9,7,2,2,7,1,1,68.74230574250524
64,homme,rapide,supermarche,semaine,aucun,0,10,0,0,0,19,6,1,12,1,0,2,2,1,1,52.93812213329453
60,homme,normal,supermarche,semaine,aucun,1,17,0,0,0,23,6,0,10,6,0,3,1,1,2,71.2191832693831
59,femme,methodique,hypermarche,semaine,aucun,1,19,0,0,0,16,5,0,8,2,0,1,1,0,4,70.95265793547021
34,femme,flaneur,boutique,semaine,rentree,2,12,0,0,1,19,6,0,9,3,0,1,2,2,2,89.90452966101896
21,homme,normal,supermarche,semaine,fin_annee,0,11,0,0,1,15,5,0,9,3,0,0,1,1,1,78.40237659426161
66,femme,normal,boutique,semaine,fin_annee,2,10,0,0,1,24,4,1,14,4,0,3,0,0,3,49.24714766387069
21,femme,normal,supermarche,semaine,aucun,3,11,0,0,0,19,5,1,7,3,0,3,2,0,4,51.33044034281378
68,femme,rapide,boutique,semaine,soldes_hiver,2,12,0,1,0,18,6,1,8,2,0,2,3,2,1,35.91794053911744
42,homme,normal,supermarche,semaine,soldes_ete,4,17,0,1,0,31,6,1,21,4,0,3,1,1,1,72.14111113671835
50,homme,normal,boutique,semaine,aucun,1,14,0,0,0,22,6,1,10,3,1,3,2,0,3,33.749238959107615
31,femme,normal,supermarche,semaine,aucun,1,18,0,0,0,16,4,1,11,1,2,2,0,0,0,38.69981734107167
41,homme,methodique,boutique,semaine,aucun,0,13,0,0,0,16,7,1,8,1,1,1,2,1,2,40.64016468848784
28,homme,normal,supermarche,semaine,paques,0,17,0,0,1,21,5,0,9,5,0,1,1,5,0,85.85310589693741
42,homme,normal,supermarche,semaine,aucun,3,16,0,0,0,28,7,1,13,3,1,3,2,3,3,63.191761491833645
45,homme,rapide,hypermarche,weekend,aucun,5,14,1,0,0,23,6,1,10,5,0,1,2,3,2,72.63094920447242
24,homme,methodique,supermarche,semaine,aucun,3,11,0,0,0,19,7,0,7,1,1,2,3,2,3,48.54921022212732
66,femme,flaneur,hypermarche,semaine,soldes_ete,4,15,0,1,0,15,6,0,7,1,2,3,1,0,1,87.79870092471174
53,homme,flaneur,boutique,semaine,paques,0,18,0,0,1,25,5,1,10,5,4,4,2,0,0,87.97730091645323
27,femme,normal,hypermarche,semaine,soldes_hiver,0,14,0,1,0,26,3,0,20,1,0,5,0,0,0,79.30070724017003
66,homme,normal,centre_commercial,semaine,soldes_hiver,3,20,0,1,0,17,7,0,5,4,1,1,2,2,2,80.44921874332321
53,homme,normal,supermarche,semaine,aucun,3,19,0,0,0,16,6,1,10,2,1,1,1,0,1,47.86987536336368
48,femme,rapide,hypermarche,semaine,aucun,3,16,0,0,0,33,6,1,17,8,0,2,3,2,1,52.82413839458765
